Data Description Line 1,,,,,
Data Description Line 2,,,,,
 16.72, 15.78,239655616,3.79267,26,0.182704
 16.71, 15.64,242963398,-4.42849,19,0.187852
 16.38, 15.60,138428495,-2.47066,12,0.189994
 16.63, 15.82,151379173,1.63831,5,0.185989
 17.39, 16.18,154387761,5.93325,97,0.175029
 17.48, 16.97,114691279,0.230814,90,0.172712
 17.68, 17.28,80023895,-0.632547,83,0.173611
 17.15, 15.96,132981863,-1.76678,76,0.179856
 16.94, 16.13,109493077,-1.36823,69,0.180941
 16.75, 15.42,114332562,-3.31725,62,0.187149
 16.33, 15.43,130374108,1.00313,55,0.18622
 17.24, 16.26,95550392,4.33455,48,0.175541
 45.60, 43.11,45102042,2.44804,89,0.405771
 46.25, 44.01,25913713,4.63801,82,0.389189
 46.71, 44.71,38824728,-0.0651749,75,0.391304
 46.27, 43.42,51427274,-4.7557,68,0.410397
 44.23, 43.15,39501680,-0.70247,61,0.410771
 46.79, 43.88,43746998,6.34668,54,0.385027
 46.93, 45.53,28564910,-1.91728,47,0.395344
 45.12, 43.01,39654146,-3.13752,40,0.413508
 44.68, 42.75,38985037,-0.0228676,33,0.411711
 45.54, 43.53,37613429,0.957592,26,0.406504
 44.47, 42.19,41757526,0.706794,19,0.407516
 45.61, 44.10,30798332,1.87709,12,0.394823
 70.10, 66.00,36258120,4.88284,33,0.605362
 70.50, 68.35,18834664,0.93633,26,0.599401
 72.99, 70.23,29594221,1.15721,19,0.585938
 72.82, 69.00,34929673,-3.2019,12,0.606673
 71.64, 69.12,22770062,3.06093,5,0.5884
 72.99, 71.15,21809411,0.99398,89,0.582201
 73.04, 71.09,15989248,0.467675,82,0.575027
 74.29, 70.00,26258425,-0.0691085,75,0.580913
 72.90, 68.60,27527285,-0.92452,68,0.584958
 72.50, 69.91,25556296,0.0558659,61,0.586265
 71.23, 67.34,29746370,-2.90853,54,0.607815
 73.50, 70.03,24423545,4.33917,47,0.572675
 14.69, 13.80,1453438639,2.88809,54,0.0701754
 15.25, 14.09,760935694,7.62174,47,0.0655738
 15.16, 13.94,982445809,-5.50398,40,0.0701754
 14.26, 13.40,1054415375,-4.5614,33,0.0735294
 14.47, 13.64,757192224,4.23049,26,0.069979
 14.87, 14.35,746465458,1.79187,19,0.0677048
 14.95, 14.69,458423511,-0.13541,12,0.0677966
 14.52, 13.79,712456757,-1.25174,5,0.0704225
 14.48, 13.81,699671790,-1.05116,89,0.0708215
 14.70, 13.92,805210688,1.41044,82,0.069541
 14.35, 13.66,792380862,-1.54278,75,0.0712251
 14.22, 13.32,717678994,-6.05634,68,0.0749625
 94.81, 92.30,24135903,-0.688705,11,0.469433
 94.70, 92.51,19707235,0.858277,4,0.468035
 96.80, 92.37,28651009,-1.49745,89,0.474394
 97.79, 92.51,34929068,3.20354,82,0.459866
 99.72, 95.85,31169285,3.59929,75,0.441811
 103.55, 98.75,27632394,3.93495,68,0.424957
 105.86, 102.01,16331886,2.22093,61,0.415643
 105.30, 98.03,28146727,-2.72745,54,0.431373
 104.43, 99.35,29851515,0.311526,47,0.427019
 104.45, 97.01,38614049,-3.28757,40,0.439912
 105.64, 98.55,54195667,2.40764,33,0.418808
 110.15, 105.64,37837456,2.04864,26,0.403337
 21.00, 20.38,303545878,2.54279,81,0.286123
 21.23, 20.70,154708263,1.2894,74,0.282885
 21.33, 20.50,193706863,-2.35627,67,0.289575
 21.61, 20.73,265687272,0.431862,60,0.28667
 22.15, 20.71,236334561,5.35117,53,0.272109
 22.34, 18.61,1000362015,-15.4229,46,0.320856
 18.95, 18.56,390258123,0.0530786,39,0.318302
 18.74, 18.23,285212201,-0.480513,32,0.321888
 18.79, 18.31,302059981,-1.18153,25,0.326087
 18.37, 17.76,311209442,-2.23312,18,0.334262
 17.88, 16.97,444161658,-3.76193,11,0.350058
 17.64, 17.20,284574143,-0.346021,4,0.347222
 92.48, 90.27,35556288,-0.512765,38,0.78956
 92.85, 90.12,28260512,2.06707,31,0.775611
 93.94, 91.58,27752622,0.903809,24,0.767754
 94.97, 92.93,42303108,-0.55384,17,0.771126
 97.44, 93.37,48766293,3.47363,10,0.741427
 98.23, 95.70,38838595,-0.853207,3,0.746501
 98.72, 95.50,28037827,3.37173,89,0.739465
 103.94, 99.23,57897831,2.89227,82,0.714985
 104.99, 102.18,48214502,1.43723,75,0.703614
 104.77, 97.60,43673568,-4.0242,68,0.730511
 103.97, 97.98,56186791,3.67084,61,0.710117
 107.01, 103.20,39606692,2.81148,54,0.683649
 50.54, 49.28,27658789,-0.579421,35,0.823955
 49.80, 47.20,34546875,3.10559,28,0.823293
 50.14, 47.65,25611091,-2.38239,21,0.847983
 50.66, 48.26,45429653,3.81916,14,0.815271
 52.63, 50.09,31069977,4.74576,7,0.780506
 54.75, 52.51,37155830,3.72482,0,0.751191
 55.98, 53.80,27705910,2.8288,82,0.732404
 55.30, 52.36,33190716,-1.60146,75,0.758276
 54.95, 52.76,32958368,-0.645518,68,0.761092
 54.49, 51.82,27091813,-2.21811,61,0.775047
 53.50, 51.10,39779608,-0.357277,54,0.773731
 54.64, 52.89,24464568,0.557621,47,0.757856
 40.00, 37.62,72917621,4.531,336,1.01394
 39.81, 38.92,31943413,0.717765,329,1.01807
 39.94, 38.51,36187032,1.71487,322,1.00654
 39.95, 38.65,42131642,-1.99294,315,1.0296
 40.77, 38.64,53521486,4.27766,308,0.98256
 44.05, 40.71,83975520,6.39706,301,0.921447
 43.90, 42.98,33868302,0.85668,294,0.918274
 43.28, 41.60,56966763,0.280177,287,0.931315
 44.34, 42.97,53096584,1.23199,280,0.918484
 43.61, 42.16,41229388,-1.37836,273,0.931749
 42.67, 40.42,65060004,-3.30675,266,0.970167
 43.24, 40.87,40696371,3.64206,259,0.930882
 18.72, 18.12,280146510,-0.3245,38,0.759631
 18.82, 18.46,215626229,1.12843,31,0.74389
 19.97, 18.17,449508777,4.00421,24,0.70922
 20.74, 19.74,437317986,1.35474,17,0.693069
 20.96, 20.10,246591055,2.13612,10,0.680934
 21.44, 20.73,252254376,2.6962,3,0.656353
 21.65, 21.24,158691572,-0.32543,118,0.652985
 21.21, 20.08,268500170,-0.287356,111,0.67243
 21.17, 20.16,261175412,-2.7685,104,0.687285
 20.79, 19.94,303566341,-0.196078,97,0.687623
 20.09, 18.60,520516218,-3.55711,90,0.727273
 19.93, 19.25,227819072,0.355691,83,0.708861
 35.57, 34.18,56576860,-2.32955,60,0.727167
 35.89, 34.07,41918450,5.0644,53,0.696573
 36.99, 35.48,45249920,1.50125,46,0.684744
 38.12, 36.30,63397367,0.658256,39,0.681199
 37.18, 36.38,41844858,-0.888769,32,0.679348
 37.48, 36.41,36079400,1.84783,25,0.667022
 38.48, 37.27,30619613,2.69549,18,0.649688
 39.38, 36.78,54816070,-5.64885,11,0.674218
 37.86, 36.33,49763519,0.188425,4,0.671682
 37.78, 36.54,49156185,-0.322061,95,0.673129
 36.94, 35.43,52758908,-2.49187,88,0.694444
 37.82, 36.03,40337534,3.11381,81,0.668092
 45.39, 42.22,100020724,6.79773,66,0.177423
 46.25, 44.57,65464211,3.09853,59,0.172973
 47.64, 45.76,82623453,2.36238,52,0.169384
 47.83, 45.36,84066350,-2.52731,45,0.175786
 47.52, 45.13,74475624,4.44836,38,0.16867
 49.39, 47.61,84089936,1.94928,31,0.164474
 49.12, 47.54,49401750,0.454076,24,0.164372
 48.55, 42.08,211147488,-10.2796,17,0.187441
 43.85, 42.06,110702335,-1.04505,10,0.187749
 43.05, 41.26,85140794,-2.72727,3,0.191709
 42.15, 40.10,121051768,0.0242072,87,0.314618
 43.28, 41.35,78089358,1.62485,80,0.305667
 148.86, 146.64,23492843,0.489097,32,0.439397
 150.00, 146.00,15335348,2.04082,25,0.433333
 156.78, 149.38,35770931,3.79122,18,0.418006
 164.35, 155.33,32510483,2.43855,11,0.408266
 164.20, 158.68,25377163,3.02802,4,0.396341
 166.25, 163.18,26106753,-0.140176,84,0.457736
 164.84, 162.52,14352613,0.401998,77,0.454987
 164.26, 159.03,21443811,-0.788653,70,0.462164
 164.31, 159.41,21549118,-0.326435,63,0.463449
 167.72, 158.85,31119857,0.513614,56,0.461737
 161.98, 151.71,41827781,-3.27004,49,0.481108
 162.74, 157.07,25381792,2.87998,42,0.462449
 21.21, 20.27,386719626,-1.66587,27,0.871249
 21.33, 20.57,274111012,1.78658,20,0.85389
 21.20, 20.62,218479469,-0.998573,13,0.864553
 21.94, 20.93,325168191,2.0447,6,0.83877
 21.71, 21.03,277969054,0.603248,89,0.830258
